Datum:09.05.2019
Uhrzeit:15:47:02
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0183600000	0.0157600000	0.0227858728
400.0000000000	0.0811500000	0.0633200000	0.0227858728
450.0000000000	0.0167500000	0.0130700000	0.0227758790
500.0000000000	0.0269700000	0.0181700000	0.0227758790
550.0000000000	0.0454800000	0.0236100000	0.0227758790
600.0000000000	0.0618600000	0.0301700000	0.0227658852
650.0000000000	0.0698700000	0.0529400000	0.0227658852
700.0000000000	0.0853300000	0.0837800000	0.0227658852
750.0000000000	0.0730400000	0.1114000000	0.0227658852
800.0000000000	0.0744400000	0.1284200000	0.0227658852
850.0000000000	0.0729700000	0.1475400000	0.0227658852
900.0000000000	0.0919600000	0.1962500000	0.0227658852
950.0000000000	0.1042600000	0.2481500000	0.0227658852
1000.0000000000	0.1031400000	0.2891000000	0.0227658852
1050.0000000000	0.0801200000	0.3109500000	0.0227558913
1100.0000000000	0.0404600000	0.3194500000	0.0227558913
