Datum:09.05.2019
Uhrzeit:15:18:38
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0241300000	0.0183200000	0.0558253883
400.0000000000	0.0864200000	0.0663000000	0.0558153945
450.0000000000	0.0173250000	0.0130880000	0.0558054007
500.0000000000	0.0277750000	0.0181600000	0.0557854130
550.0000000000	0.0466800000	0.0235750000	0.0557654254
600.0000000000	0.0637300000	0.0301550000	0.0557654254
650.0000000000	0.0719300000	0.0531000000	0.0557654254
700.0000000000	0.0880900000	0.0840200000	0.0557554316
750.0000000000	0.0754100000	0.1116400000	0.0557554316
800.0000000000	0.0769300000	0.1285400000	0.0557554316
850.0000000000	0.0756500000	0.1477800000	0.0557454378
900.0000000000	0.0962800000	0.1971000000	0.0557454378
950.0000000000	0.1115000000	0.2491500000	0.0557354440
1000.0000000000	0.1176600000	0.2901500000	0.0557354440
1050.0000000000	0.1048600000	0.3119500000	0.0557254502
1100.0000000000	0.0681000000	0.3204000000	0.0557054626
