Datum:09.05.2019
Uhrzeit:15:58:30
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0182100000	0.0161100000	0.0725750035
400.0000000000	0.0810200000	0.0664500000	0.0725450221
450.0000000000	0.0166900000	0.0130560000	0.0725350283
500.0000000000	0.0270400000	0.0182100000	0.0724850593
550.0000000000	0.0453800000	0.0236650000	0.0724550779
600.0000000000	0.0619600000	0.0301950000	0.0724750655
650.0000000000	0.0700000000	0.0529100000	0.0724450840
700.0000000000	0.0854200000	0.0837300000	0.0724350902
750.0000000000	0.0731200000	0.1113800000	0.0724151026
800.0000000000	0.0746400000	0.1284600000	0.0724051088
850.0000000000	0.0730900000	0.1475800000	0.0724051088
900.0000000000	0.0920400000	0.1961500000	0.0723951150
950.0000000000	0.1045800000	0.2479500000	0.0723851212
1000.0000000000	0.1036800000	0.2889500000	0.0723551398
1050.0000000000	0.0807800000	0.3108000000	0.0723451460
1100.0000000000	0.0409800000	0.3193000000	0.0723851212
