Datum:09.05.2019
Uhrzeit:15:15:04
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0283650000	0.0206950000	0.0382762687
400.0000000000	0.1059600000	0.0781500000	0.0382762687
450.0000000000	0.0173400000	0.0131080000	0.0382562811
500.0000000000	0.0277750000	0.0181900000	0.0382462873
550.0000000000	0.0466600000	0.0236250000	0.0382462873
600.0000000000	0.0637300000	0.0302150000	0.0382462873
650.0000000000	0.0719800000	0.0531700000	0.0382462873
700.0000000000	0.0880400000	0.0840300000	0.0382362935
750.0000000000	0.0753100000	0.1117000000	0.0382362935
800.0000000000	0.0768900000	0.1285600000	0.0382362935
850.0000000000	0.0756300000	0.1478200000	0.0382362935
900.0000000000	0.0961800000	0.1972500000	0.0382262997
950.0000000000	0.1113200000	0.2494000000	0.0382262997
1000.0000000000	0.1173000000	0.2903500000	0.0382262997
1050.0000000000	0.1045000000	0.3121500000	0.0382262997
1100.0000000000	0.0678200000	0.3205000000	0.0382163059
