Datum:09.05.2019
Uhrzeit:16:04:45
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0189750000	0.0165650000	0.1238931862
400.0000000000	0.0765500000	0.0620100000	0.1238931862
450.0000000000	0.0166850000	0.0130700000	0.1238931862
500.0000000000	0.0270300000	0.0182050000	0.1239431552
550.0000000000	0.0454100000	0.0236800000	0.1239331614
600.0000000000	0.0619400000	0.0302550000	0.1239031800
650.0000000000	0.0701500000	0.0529300000	0.1239131738
700.0000000000	0.0855600000	0.0837700000	0.1239431552
750.0000000000	0.0732000000	0.1113800000	0.1239831305
800.0000000000	0.0748100000	0.1285000000	0.1239031800
850.0000000000	0.0732700000	0.1475400000	0.1239231676
900.0000000000	0.0921800000	0.1960500000	0.1239231676
950.0000000000	0.1048400000	0.2477500000	0.1239331614
1000.0000000000	0.1040400000	0.2887500000	0.1239531490
1050.0000000000	0.0812600000	0.3106500000	0.1239131738
1100.0000000000	0.0413000000	0.3190500000	0.1238931862
