Datum:09.05.2019
Uhrzeit:15:50:03
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0220400000	0.0178750000	0.0360576443
400.0000000000	0.0916800000	0.0711500000	0.0360576443
450.0000000000	0.0166750000	0.0130540000	0.0360376567
500.0000000000	0.0269900000	0.0181700000	0.0360276628
550.0000000000	0.0453500000	0.0236200000	0.0360176690
600.0000000000	0.0619500000	0.0301900000	0.0360176690
650.0000000000	0.0700000000	0.0529900000	0.0360076752
700.0000000000	0.0854100000	0.0838300000	0.0360076752
750.0000000000	0.0730900000	0.1114400000	0.0359976814
800.0000000000	0.0745600000	0.1285200000	0.0359976814
850.0000000000	0.0730100000	0.1476400000	0.0359976814
900.0000000000	0.0920200000	0.1963500000	0.0359976814
950.0000000000	0.1043400000	0.2481000000	0.0359876876
1000.0000000000	0.1033400000	0.2891500000	0.0359876876
1050.0000000000	0.0803200000	0.3109500000	0.0359776938
1100.0000000000	0.0406000000	0.3195000000	0.0359776938
