Datum:09.05.2019
Uhrzeit:16:07:33
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0028860000	0.0157400000	0.1549139533
400.0000000000	0.0111220000	0.0581900000	0.1549039595
450.0000000000	0.0029155000	0.0130800000	0.1548539905
500.0000000000	0.0048990000	0.0182200000	0.1547940277
550.0000000000	0.0079540000	0.0237050000	0.1548439967
600.0000000000	0.0100080000	0.0302100000	0.1549139533
650.0000000000	0.0115300000	0.0529600000	0.1548739781
700.0000000000	0.0128940000	0.0837300000	0.1549339410
750.0000000000	0.0118000000	0.1113200000	0.1548639843
800.0000000000	0.0120340000	0.1285200000	0.1548839719
850.0000000000	0.0116740000	0.1475600000	0.1548739781
900.0000000000	0.0134500000	0.1960000000	0.1549639224
950.0000000000	0.0175520000	0.2476000000	0.1548340029
1000.0000000000	0.0177920000	0.2886500000	0.1548140153
1050.0000000000	0.0140660000	0.3105000000	0.1548040215
1100.0000000000	0.0074800000	0.3189500000	0.1547740401
