Datum:09.05.2019
Uhrzeit:15:01:18
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0313950000	0.0218050000	0.0063960345
400.0000000000	0.1057800000	0.0758100000	0.0064060283
450.0000000000	0.0173200000	0.0131600000	0.0063960345
500.0000000000	0.0277850000	0.0182700000	0.0064060283
550.0000000000	0.0467100000	0.0237150000	0.0064060283
600.0000000000	0.0637900000	0.0303000000	0.0064160221
650.0000000000	0.0719900000	0.0532400000	0.0064160221
700.0000000000	0.0880300000	0.0841000000	0.0064160221
750.0000000000	0.0752700000	0.1117200000	0.0064160221
800.0000000000	0.0766900000	0.1285200000	0.0064160221
850.0000000000	0.0752900000	0.1477200000	0.0064160221
900.0000000000	0.0956400000	0.1973000000	0.0064260159
950.0000000000	0.1101800000	0.2497500000	0.0064260159
1000.0000000000	0.1154000000	0.2907000000	0.0064260159
1050.0000000000	0.1024600000	0.3124500000	0.0064260159
1100.0000000000	0.0664600000	0.3209000000	0.0064260159
