Datum:09.05.2019
Uhrzeit:15:43:43
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0260250000	0.0199450000	0.0128120565
400.0000000000	0.0814400000	0.0632600000	0.0128220503
450.0000000000	0.0167950000	0.0130800000	0.0128120565
500.0000000000	0.0269900000	0.0181800000	0.0128120565
550.0000000000	0.0455500000	0.0236350000	0.0128120565
600.0000000000	0.0620100000	0.0302000000	0.0128120565
650.0000000000	0.0700000000	0.0530100000	0.0128120565
700.0000000000	0.0854100000	0.0838100000	0.0128220503
750.0000000000	0.0730900000	0.1114400000	0.0128120565
800.0000000000	0.0744800000	0.1285000000	0.0128220503
850.0000000000	0.0728800000	0.1476400000	0.0128120565
900.0000000000	0.0917800000	0.1964500000	0.0128220503
950.0000000000	0.1041400000	0.2483500000	0.0128420379
1000.0000000000	0.1030400000	0.2893000000	0.0128420379
1050.0000000000	0.0800200000	0.3111500000	0.0128420379
1100.0000000000	0.0403300000	0.3195500000	0.0128320441
