Datum:09.05.2019
Uhrzeit:15:40:35
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0207850000	0.0178250000	0.0059463133
400.0000000000	0.0859800000	0.0663600000	0.0059663009
450.0000000000	0.0167700000	0.0130780000	0.0059563071
500.0000000000	0.0270300000	0.0181700000	0.0059663009
550.0000000000	0.0455000000	0.0236000000	0.0059663009
600.0000000000	0.0619500000	0.0301750000	0.0059762947
650.0000000000	0.0700500000	0.0530200000	0.0059762947
700.0000000000	0.0855200000	0.0838600000	0.0059762947
750.0000000000	0.0731000000	0.1115000000	0.0059762947
800.0000000000	0.0744800000	0.1285000000	0.0059862885
850.0000000000	0.0730100000	0.1476800000	0.0059862885
900.0000000000	0.0920400000	0.1965500000	0.0059862885
950.0000000000	0.1042400000	0.2485000000	0.0059962823
1000.0000000000	0.1030400000	0.2893500000	0.0059962823
1050.0000000000	0.0799000000	0.3113500000	0.0059962823
1100.0000000000	0.0403200000	0.3198000000	0.0059962823
