Datum:09.05.2019
Uhrzeit:15:33:11
Wavelength	Sample	Monitor	Ibias
350.0000000000	0.0006258000	0.0186700000	0.1561531850
400.0000000000	0.0014356000	0.0651100000	0.1561431912
450.0000000000	0.0002826500	0.0130880000	0.1561531850
500.0000000000	0.0008494000	0.0181750000	0.1561531850
550.0000000000	0.0008028000	0.0236100000	0.1561531850
600.0000000000	0.0011628000	0.0301950000	0.1561631788
650.0000000000	0.0017008000	0.0530400000	0.1561531850
700.0000000000	0.0017466000	0.0839000000	0.1561531850
750.0000000000	0.0014310000	0.1115200000	0.1561531850
800.0000000000	0.0010554000	0.1284800000	0.1561631788
850.0000000000	0.0015546000	0.1477400000	0.1561631788
900.0000000000	0.0015760000	0.1968500000	0.1561631788
950.0000000000	0.0019535000	0.2486500000	0.1561631788
1000.0000000000	0.0023995000	0.2896500000	0.1561631788
1050.0000000000	0.0021090000	0.3114500000	0.1561631788
1100.0000000000	0.0011588000	0.3199500000	0.1561731726
