Datum:08.05.2019
Uhrzeit:11:57:16
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0057380000	0.0046770000	0.0413443665
400.0000000000	0.1907000000	0.1172800000	0.0413543603
500.0000000000	0.0269550000	0.0180200000	0.0413443665
600.0000000000	0.0619200000	0.0299450000	0.0413443665
700.0000000000	0.0853700000	0.0838000000	0.0413543603
800.0000000000	0.0742200000	0.1285600000	0.0413543603
900.0000000000	0.0920000000	0.1969500000	0.0413543603
1000.0000000000	0.1031400000	0.2899500000	0.0413543603
1100.0000000000	0.0404700000	0.3204500000	0.0413443665
1200.0000000000	0.0005044000	0.3104500000	0.0413443665
