Datum:08.05.2019
Uhrzeit:13:15:32
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0030850000	0.0029990000	0.0425935920
400.0000000000	0.0767500000	0.0587600000	0.0425935920
500.0000000000	0.0269900000	0.0181500000	0.0425935920
600.0000000000	0.0620300000	0.0300800000	0.0425935920
700.0000000000	0.0865100000	0.0836800000	0.0425935920
800.0000000000	0.0764600000	0.1285400000	0.0425935920
900.0000000000	0.0938400000	0.1960500000	0.0425935920
1000.0000000000	0.1043600000	0.2890000000	0.0425935920
1100.0000000000	0.0374200000	0.3196500000	0.0425835982
1200.0000000000	0.0004501000	0.3099000000	0.0425835982
