Datum:08.05.2019
Uhrzeit:13:22:46
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0031100000	0.0029690000	0.0425536168
400.0000000000	0.0769100000	0.0590900000	0.0425636106
500.0000000000	0.0269900000	0.0181550000	0.0424836601
600.0000000000	0.0620600000	0.0300950000	0.0425636106
700.0000000000	0.0865100000	0.0836600000	0.0425636106
800.0000000000	0.0764400000	0.1285600000	0.0425636106
900.0000000000	0.0938000000	0.1960500000	0.0425636106
1000.0000000000	0.1043400000	0.2889000000	0.0425636106
1100.0000000000	0.0373700000	0.3195000000	0.0425636106
1200.0000000000	0.0004782000	0.3099000000	0.0425536168
