Datum:08.05.2019
Uhrzeit:11:52:23
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0055080000	0.0044570000	0.0413643541
400.0000000000	0.1980000000	0.1204800000	0.0413743479
500.0000000000	0.0270100000	0.0180050000	0.0413643541
600.0000000000	0.0619600000	0.0299200000	0.0413643541
700.0000000000	0.0853800000	0.0838500000	0.0413643541
800.0000000000	0.0742500000	0.1285200000	0.0413643541
900.0000000000	0.0920400000	0.1970500000	0.0413643541
1000.0000000000	0.1031400000	0.2901500000	0.0413643541
1100.0000000000	0.0403500000	0.3205000000	0.0413643541
1200.0000000000	0.0005308000	0.3106000000	0.0413543603
