Datum:08.05.2019
Uhrzeit:12:53:39
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0034710000	0.0032030000	0.0424636725
400.0000000000	0.0911500000	0.0668800000	0.0424936539
500.0000000000	0.0269850000	0.0180500000	0.0424836601
600.0000000000	0.0620700000	0.0299650000	0.0424936539
700.0000000000	0.0864500000	0.0836100000	0.0425036477
800.0000000000	0.0764000000	0.1285400000	0.0425036477
900.0000000000	0.0936600000	0.1962000000	0.0425036477
1000.0000000000	0.1038400000	0.2890500000	0.0425036477
1100.0000000000	0.0371400000	0.3197000000	0.0424236973
1200.0000000000	0.0004419000	0.3100000000	0.0424636725
