Datum:08.05.2019
Uhrzeit:12:43:11
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0030990000	0.0031160000	0.0412744099
400.0000000000	0.0798600000	0.0636300000	0.0412744099
500.0000000000	0.0268900000	0.0181150000	0.0412644161
600.0000000000	0.0617900000	0.0300950000	0.0412644161
700.0000000000	0.0853800000	0.0837700000	0.0412644161
800.0000000000	0.0745500000	0.1285600000	0.0412644161
900.0000000000	0.0917200000	0.1963500000	0.0412744099
1000.0000000000	0.1031800000	0.2894500000	0.0412744099
1100.0000000000	0.0406800000	0.3199500000	0.0412644161
1200.0000000000	0.0005166000	0.3101500000	0.0412644161
