Datum:08.05.2019
Uhrzeit:13:11:07
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0031660000	0.0030290000	0.0426235734
400.0000000000	0.0740100000	0.0580800000	0.0426235734
500.0000000000	0.0269900000	0.0181300000	0.0426135796
600.0000000000	0.0620800000	0.0300600000	0.0426135796
700.0000000000	0.0865300000	0.0836600000	0.0426235734
800.0000000000	0.0765000000	0.1285800000	0.0426135796
900.0000000000	0.0937600000	0.1961000000	0.0426135796
1000.0000000000	0.1043800000	0.2891000000	0.0426135796
1100.0000000000	0.0373400000	0.3196500000	0.0426135796
1200.0000000000	0.0004715000	0.3097000000	0.0426035858
