Datum:08.05.2019
Uhrzeit:12:02:43
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0038300000	0.0036390000	0.0413343727
400.0000000000	0.0965600000	0.0698200000	0.0413443665
500.0000000000	0.0269700000	0.0180350000	0.0413243789
600.0000000000	0.0619100000	0.0300050000	0.0413343727
700.0000000000	0.0853900000	0.0838600000	0.0413343727
800.0000000000	0.0742800000	0.1286000000	0.0413243789
900.0000000000	0.0918800000	0.1969500000	0.0413343727
1000.0000000000	0.1031600000	0.2900500000	0.0413343727
1100.0000000000	0.0404100000	0.3204000000	0.0413343727
1200.0000000000	0.0005413000	0.3105000000	0.0413343727
