Datum:08.05.2019
Uhrzeit:12:20:58
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0037220000	0.0035200000	0.0412943975
400.0000000000	0.0908600000	0.0680600000	0.0413043913
500.0000000000	0.0269350000	0.0181100000	0.0412943975
600.0000000000	0.0618600000	0.0300650000	0.0412943975
700.0000000000	0.0853600000	0.0837800000	0.0412943975
800.0000000000	0.0743600000	0.1285800000	0.0413043913
900.0000000000	0.0917600000	0.1965500000	0.0413143851
1000.0000000000	0.1030600000	0.2895500000	0.0412943975
1100.0000000000	0.0405600000	0.3201000000	0.0412943975
1200.0000000000	0.0005217000	0.3103000000	0.0412943975
