Datum:08.05.2019
Uhrzeit:12:10:20
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0033220000	0.0032630000	0.0413143851
400.0000000000	0.1147600000	0.0816700000	0.0413243789
500.0000000000	0.0269400000	0.0180450000	0.0413143851
600.0000000000	0.0618900000	0.0300000000	0.0413143851
700.0000000000	0.0853300000	0.0838100000	0.0413243789
800.0000000000	0.0742900000	0.1286000000	0.0413343727
900.0000000000	0.0918600000	0.1968500000	0.0413343727
1000.0000000000	0.1031400000	0.2898500000	0.0413343727
1100.0000000000	0.0405600000	0.3203000000	0.0413243789
1200.0000000000	0.0005414000	0.3105500000	0.0413243789
