Datum:08.05.2019
Uhrzeit:12:23:20
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0036040000	0.0034490000	0.0412943975
400.0000000000	0.0459600000	0.0429700000	0.0412943975
500.0000000000	0.0269500000	0.0180650000	0.0412943975
600.0000000000	0.0618300000	0.0300250000	0.0412943975
700.0000000000	0.0853000000	0.0837600000	0.0413043913
800.0000000000	0.0743200000	0.1285400000	0.0412943975
900.0000000000	0.0917400000	0.1965500000	0.0413043913
1000.0000000000	0.1031200000	0.2896000000	0.0412943975
1100.0000000000	0.0405500000	0.3200000000	0.0412943975
1200.0000000000	0.0004967000	0.3102000000	0.0412844037
