Datum:08.05.2019
Uhrzeit:12:56:19
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0032790000	0.0030780000	0.0424936539
400.0000000000	0.0834800000	0.0614800000	0.0425036477
500.0000000000	0.0270150000	0.0180750000	0.0425036477
600.0000000000	0.0621000000	0.0299950000	0.0425136415
700.0000000000	0.0865700000	0.0836300000	0.0425236353
800.0000000000	0.0764400000	0.1285600000	0.0425236353
900.0000000000	0.0937600000	0.1962000000	0.0425336291
1000.0000000000	0.1041400000	0.2891000000	0.0425336291
1100.0000000000	0.0372700000	0.3197000000	0.0425236353
1200.0000000000	0.0004588000	0.3100000000	0.0425236353
