Datum:08.05.2019
Uhrzeit:12:58:42
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0029955000	0.0029115000	0.0425136415
400.0000000000	0.0674700000	0.0539200000	0.0425136415
500.0000000000	0.0269900000	0.0180850000	0.0425236353
600.0000000000	0.0621100000	0.0300350000	0.0425136415
700.0000000000	0.0866000000	0.0836700000	0.0425236353
800.0000000000	0.0764400000	0.1286000000	0.0425236353
900.0000000000	0.0937200000	0.1961500000	0.0425236353
1000.0000000000	0.1041800000	0.2889500000	0.0425236353
1100.0000000000	0.0373100000	0.3196000000	0.0425136415
1200.0000000000	0.0004608000	0.3098500000	0.0425136415
