Datum:08.05.2019
Uhrzeit:13:20:22
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0031770000	0.0029730000	0.0425736044
400.0000000000	0.0781400000	0.0595900000	0.0425636106
500.0000000000	0.0270100000	0.0181300000	0.0425536168
600.0000000000	0.0621000000	0.0301200000	0.0425536168
700.0000000000	0.0865600000	0.0836800000	0.0425536168
800.0000000000	0.0765400000	0.1286400000	0.0425436230
900.0000000000	0.0938400000	0.1961500000	0.0425436230
1000.0000000000	0.1044200000	0.2888500000	0.0425636106
1100.0000000000	0.0373800000	0.3193500000	0.0425536168
1200.0000000000	0.0003914000	0.3097500000	0.0425536168
