Datum:08.05.2019
Uhrzeit:13:47:12
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0038710000	0.0034800000	0.0425536168
400.0000000000	0.1143200000	0.0782400000	0.0425736044
500.0000000000	0.0269800000	0.0181800000	0.0425636106
600.0000000000	0.0620800000	0.0301450000	0.0425636106
700.0000000000	0.0865100000	0.0836700000	0.0425736044
800.0000000000	0.0765200000	0.1286000000	0.0425736044
900.0000000000	0.0937600000	0.1959000000	0.0425736044
1000.0000000000	0.1043800000	0.2888500000	0.0425736044
1100.0000000000	0.0374100000	0.3193500000	0.0425636106
1200.0000000000	0.0004776000	0.3097000000	0.0425636106
