Datum:08.05.2019
Uhrzeit:11:59:52
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0058830000	0.0047520000	0.0413343727
400.0000000000	0.1935500000	0.1189800000	0.0413543603
500.0000000000	0.0269650000	0.0180450000	0.0413343727
600.0000000000	0.0618900000	0.0299700000	0.0413443665
700.0000000000	0.0853800000	0.0838900000	0.0413443665
800.0000000000	0.0743500000	0.1285800000	0.0413343727
900.0000000000	0.0919200000	0.1969500000	0.0413443665
1000.0000000000	0.1031600000	0.2901000000	0.0413443665
1100.0000000000	0.0404900000	0.3204500000	0.0413343727
1200.0000000000	0.0005311000	0.3104500000	0.0413443665
