Datum:08.05.2019
Uhrzeit:13:05:48
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0031660000	0.0030055000	0.0425736044
400.0000000000	0.0744200000	0.0574100000	0.0425835982
500.0000000000	0.0270450000	0.0181100000	0.0425736044
600.0000000000	0.0621100000	0.0300600000	0.0425835982
700.0000000000	0.0865500000	0.0836900000	0.0425835982
800.0000000000	0.0765000000	0.1286000000	0.0425835982
900.0000000000	0.0938600000	0.1962500000	0.0425835982
1000.0000000000	0.1043400000	0.2891000000	0.0425935920
1100.0000000000	0.0374200000	0.3197500000	0.0425835982
1200.0000000000	0.0004361000	0.3099000000	0.0425736044
