Datum:08.05.2019
Uhrzeit:13:34:42
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0031240000	0.0029945000	0.0425436230
400.0000000000	0.0795400000	0.0604000000	0.0425636106
500.0000000000	0.0269800000	0.0181550000	0.0425536168
600.0000000000	0.0621000000	0.0301150000	0.0425536168
700.0000000000	0.0865200000	0.0836500000	0.0425536168
800.0000000000	0.0765600000	0.1285800000	0.0425536168
900.0000000000	0.0938200000	0.1960500000	0.0425536168
1000.0000000000	0.1044000000	0.2888500000	0.0425536168
1100.0000000000	0.0373900000	0.3195500000	0.0425536168
1200.0000000000	0.0004611000	0.3097000000	0.0425436230
