Datum:08.05.2019
Uhrzeit:12:05:18
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0034760000	0.0033620000	0.0413143851
400.0000000000	0.0819600000	0.0623200000	0.0413243789
500.0000000000	0.0269300000	0.0180700000	0.0413143851
600.0000000000	0.0618800000	0.0299900000	0.0413143851
700.0000000000	0.0852700000	0.0838000000	0.0413243789
800.0000000000	0.0742500000	0.1285200000	0.0413143851
900.0000000000	0.0918400000	0.1967500000	0.0413143851
1000.0000000000	0.1030600000	0.2898500000	0.0413243789
1100.0000000000	0.0405200000	0.3203000000	0.0413143851
1200.0000000000	0.0005201000	0.3103500000	0.0413243789
