Datum:08.05.2019
Uhrzeit:13:08:19
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0032390000	0.0030195000	0.0426335672
400.0000000000	0.0813200000	0.0612700000	0.0426435610
500.0000000000	0.0269950000	0.0181100000	0.0426335672
600.0000000000	0.0620600000	0.0300850000	0.0426335672
700.0000000000	0.0865300000	0.0836900000	0.0426335672
800.0000000000	0.0765100000	0.1285800000	0.0426335672
900.0000000000	0.0938000000	0.1962500000	0.0426335672
1000.0000000000	0.1044200000	0.2892000000	0.0426335672
1100.0000000000	0.0373800000	0.3196500000	0.0426235734
1200.0000000000	0.0004809000	0.3099500000	0.0426235734
