Datum:09.05.2019
Uhrzeit:12:49:51
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0032060000	0.0030570000	0.0432831644
310.0000000000	0.0053590000	0.0044000000	0.0433031520
320.0000000000	0.0084180000	0.0062370000	0.0433131458
330.0000000000	0.0126220000	0.0088380000	0.0433131458
340.0000000000	0.0164140000	0.0118540000	0.0433131458
350.0000000000	0.0225850000	0.0173880000	0.0433031520
360.0000000000	0.0347050000	0.0244050000	0.0433131458
370.0000000000	0.0566100000	0.0368900000	0.0433131458
380.0000000000	0.0706400000	0.0480000000	0.0433131458
390.0000000000	0.0759400000	0.0568300000	0.0433131458
400.0000000000	0.0899000000	0.0675300000	0.0433131458
410.0000000000	0.1084800000	0.0831100000	0.0432831644
420.0000000000	0.0972600000	0.0804200000	0.0432931582
430.0000000000	0.0102020000	0.0089420000	0.0432931582
440.0000000000	0.0132920000	0.0108520000	0.0432831644
450.0000000000	0.0171440000	0.0130000000	0.0433031520
460.0000000000	0.0168480000	0.0125460000	0.0432831644
470.0000000000	0.0196100000	0.0142000000	0.0432831644
480.0000000000	0.0219700000	0.0156640000	0.0432831644
490.0000000000	0.0246000000	0.0169820000	0.0432831644
500.0000000000	0.0275500000	0.0181100000	0.0432931582
510.0000000000	0.0328850000	0.0194500000	0.0432831644
520.0000000000	0.0381750000	0.0207900000	0.0432931582
530.0000000000	0.0405900000	0.0216750000	0.0432931582
540.0000000000	0.0431200000	0.0225350000	0.0432931582
550.0000000000	0.0464700000	0.0235450000	0.0432931582
560.0000000000	0.0499200000	0.0246300000	0.0432931582
570.0000000000	0.0535100000	0.0256900000	0.0432931582
580.0000000000	0.0569200000	0.0267000000	0.0432731706
590.0000000000	0.0603400000	0.0279950000	0.0433131458
600.0000000000	0.0634300000	0.0300700000	0.0433131458
610.0000000000	0.0664600000	0.0333400000	0.0433131458
620.0000000000	0.0692300000	0.0374550000	0.0433031520
630.0000000000	0.0718000000	0.0422600000	0.0433131458
640.0000000000	0.0739300000	0.0475200000	0.0433131458
650.0000000000	0.0719300000	0.0528600000	0.0433031520
660.0000000000	0.0711500000	0.0583900000	0.0433131458
670.0000000000	0.0785500000	0.0647000000	0.0433131458
680.0000000000	0.0836200000	0.0710800000	0.0433131458
690.0000000000	0.0862400000	0.0772000000	0.0433131458
700.0000000000	0.0878600000	0.0836900000	0.0433131458
710.0000000000	0.0892000000	0.0902400000	0.0433131458
720.0000000000	0.0904400000	0.0971000000	0.0433131458
730.0000000000	0.0872600000	0.1031000000	0.0433131458
740.0000000000	0.0793600000	0.1073600000	0.0433031520
750.0000000000	0.0752800000	0.1114400000	0.0433131458
760.0000000000	0.0766200000	0.1157600000	0.0433031520
770.0000000000	0.0784800000	0.1197400000	0.0432931582
780.0000000000	0.0789200000	0.1231800000	0.0432132078
790.0000000000	0.0782400000	0.1259400000	0.0432931582
800.0000000000	0.0770200000	0.1285400000	0.0432831644
810.0000000000	0.0756400000	0.1309800000	0.0432931582
820.0000000000	0.0745200000	0.1337200000	0.0432831644
830.0000000000	0.0740400000	0.1370800000	0.0432931582
840.0000000000	0.0743200000	0.1417000000	0.0432931582
850.0000000000	0.0755600000	0.1475800000	0.0433031520
860.0000000000	0.0778800000	0.1551200000	0.0432931582
870.0000000000	0.0810200000	0.1639600000	0.0432831644
880.0000000000	0.0849000000	0.1741000000	0.0432931582
890.0000000000	0.0890800000	0.1846500000	0.0432431892
900.0000000000	0.0954600000	0.1961500000	0.0432631768
910.0000000000	0.1061600000	0.2090500000	0.0432931582
920.0000000000	0.1095000000	0.2205500000	0.0433031520
930.0000000000	0.1088200000	0.2303000000	0.0433031520
940.0000000000	0.1092200000	0.2389500000	0.0432931582
950.0000000000	0.1105200000	0.2479000000	0.0433031520
960.0000000000	0.1126800000	0.2579500000	0.0433031520
970.0000000000	0.1145200000	0.2673500000	0.0432931582
980.0000000000	0.1157800000	0.2754000000	0.0432831644
990.0000000000	0.1164600000	0.2827000000	0.0432931582
1000.0000000000	0.1164200000	0.2888500000	0.0433031520
1010.0000000000	0.1157000000	0.2944500000	0.0432931582
1020.0000000000	0.1143400000	0.2996500000	0.0432931582
1030.0000000000	0.1118200000	0.3040000000	0.0432931582
1040.0000000000	0.1081200000	0.3076000000	0.0433031520
1050.0000000000	0.1030800000	0.3108000000	0.0433031520
1060.0000000000	0.0964800000	0.3146000000	0.0432931582
1070.0000000000	0.0888000000	0.3165000000	0.0433031520
1080.0000000000	0.0816000000	0.3182000000	0.0432931582
1090.0000000000	0.0738800000	0.3190500000	0.0432931582
1100.0000000000	0.0657200000	0.3193500000	0.0433131458
1110.0000000000	0.0572800000	0.3194500000	0.0433031520
1120.0000000000	0.0484900000	0.3180500000	0.0433031520
1130.0000000000	0.0396000000	0.3169500000	0.0432931582
1140.0000000000	0.0311400000	0.3168500000	0.0432931582
1150.0000000000	0.0230800000	0.3169500000	0.0432931582
1160.0000000000	0.0157650000	0.3167000000	0.0432931582
1170.0000000000	0.0094340000	0.3163000000	0.0432931582
1180.0000000000	0.0042550000	0.3146500000	0.0432931582
1190.0000000000	0.0017125000	0.3129500000	0.0433131458
1200.0000000000	0.0009512000	0.3098000000	0.0433031520
