Datum:09.05.2019
Uhrzeit:13:19:37
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0041670000	0.0035820000	0.0436229538
310.0000000000	0.0076230000	0.0057480000	0.0436329476
320.0000000000	0.0126180000	0.0085520000	0.0436329476
330.0000000000	0.0185750000	0.0123260000	0.0436429414
340.0000000000	0.0166050000	0.0125780000	0.0436429414
350.0000000000	0.0213700000	0.0161080000	0.0436429414
360.0000000000	0.0335300000	0.0244050000	0.0436429414
370.0000000000	0.0451700000	0.0303950000	0.0436429414
380.0000000000	0.0496800000	0.0358400000	0.0436529352
390.0000000000	0.0671700000	0.0518600000	0.0436529352
400.0000000000	0.0539400000	0.0495800000	0.0436629290
410.0000000000	0.1125100000	0.0860200000	0.0436629290
420.0000000000	0.0992400000	0.0919800000	0.0436629290
430.0000000000	0.0101340000	0.0089520000	0.0436529352
440.0000000000	0.0132020000	0.0108720000	0.0436529352
450.0000000000	0.0170100000	0.0130200000	0.0436529352
460.0000000000	0.0167560000	0.0125620000	0.0436529352
470.0000000000	0.0195350000	0.0142300000	0.0436529352
480.0000000000	0.0219250000	0.0157120000	0.0436529352
490.0000000000	0.0245450000	0.0170300000	0.0436529352
500.0000000000	0.0274600000	0.0181700000	0.0436529352
510.0000000000	0.0327250000	0.0195000000	0.0436529352
520.0000000000	0.0380350000	0.0208400000	0.0436529352
530.0000000000	0.0404650000	0.0217450000	0.0436529352
540.0000000000	0.0429850000	0.0226050000	0.0436629290
550.0000000000	0.0463100000	0.0236400000	0.0436529352
560.0000000000	0.0498100000	0.0247150000	0.0436429414
570.0000000000	0.0533500000	0.0257800000	0.0436529352
580.0000000000	0.0567700000	0.0268100000	0.0436529352
590.0000000000	0.0602000000	0.0280800000	0.0436529352
600.0000000000	0.0633400000	0.0301500000	0.0436529352
610.0000000000	0.0663900000	0.0333800000	0.0436529352
620.0000000000	0.0692100000	0.0375000000	0.0436529352
630.0000000000	0.0717700000	0.0423000000	0.0436529352
640.0000000000	0.0738800000	0.0475300000	0.0436529352
650.0000000000	0.0719400000	0.0529300000	0.0436529352
660.0000000000	0.0711600000	0.0584300000	0.0436529352
670.0000000000	0.0784900000	0.0647400000	0.0436529352
680.0000000000	0.0835500000	0.0710800000	0.0436429414
690.0000000000	0.0862300000	0.0772300000	0.0436429414
700.0000000000	0.0878400000	0.0836900000	0.0436429414
710.0000000000	0.0892600000	0.0902600000	0.0436429414
720.0000000000	0.0904800000	0.0971200000	0.0436429414
730.0000000000	0.0873600000	0.1030600000	0.0436329476
740.0000000000	0.0795000000	0.1073400000	0.0436329476
750.0000000000	0.0753600000	0.1114600000	0.0436329476
760.0000000000	0.0766200000	0.1157200000	0.0436329476
770.0000000000	0.0785200000	0.1197200000	0.0436329476
780.0000000000	0.0789600000	0.1232200000	0.0436329476
790.0000000000	0.0783600000	0.1260200000	0.0436429414
800.0000000000	0.0771600000	0.1286200000	0.0436429414
810.0000000000	0.0758000000	0.1309800000	0.0436429414
820.0000000000	0.0747000000	0.1337600000	0.0436429414
830.0000000000	0.0741600000	0.1371200000	0.0436429414
840.0000000000	0.0744400000	0.1416800000	0.0436429414
850.0000000000	0.0756400000	0.1475200000	0.0436429414
860.0000000000	0.0780200000	0.1550200000	0.0436529352
870.0000000000	0.0811600000	0.1638600000	0.0436429414
880.0000000000	0.0850200000	0.1739800000	0.0436429414
890.0000000000	0.0891600000	0.1845000000	0.0436429414
900.0000000000	0.0955800000	0.1959000000	0.0436429414
910.0000000000	0.1062800000	0.2087000000	0.0436429414
920.0000000000	0.1098000000	0.2202000000	0.0436429414
930.0000000000	0.1091200000	0.2299000000	0.0436429414
940.0000000000	0.1095800000	0.2387000000	0.0436329476
950.0000000000	0.1108400000	0.2475000000	0.0436429414
960.0000000000	0.1131000000	0.2576000000	0.0436429414
970.0000000000	0.1150400000	0.2669500000	0.0436529352
980.0000000000	0.1163000000	0.2751500000	0.0436329476
990.0000000000	0.1170200000	0.2822500000	0.0436429414
1000.0000000000	0.1172000000	0.2885500000	0.0436329476
1010.0000000000	0.1167800000	0.2942000000	0.0436429414
1020.0000000000	0.1155600000	0.2994500000	0.0436329476
1030.0000000000	0.1134000000	0.3039000000	0.0436429414
1040.0000000000	0.1101800000	0.3072000000	0.0436429414
1050.0000000000	0.1055200000	0.3105500000	0.0436429414
1060.0000000000	0.0996400000	0.3141500000	0.0436429414
1070.0000000000	0.0923200000	0.3160000000	0.0436429414
1080.0000000000	0.0853600000	0.3179000000	0.0436429414
1090.0000000000	0.0779400000	0.3186000000	0.0436329476
1100.0000000000	0.0700600000	0.3190000000	0.0436329476
1110.0000000000	0.0617400000	0.3189000000	0.0436329476
1120.0000000000	0.0530400000	0.3176000000	0.0436229538
1130.0000000000	0.0440200000	0.3164000000	0.0436129600
1140.0000000000	0.0353800000	0.3164500000	0.0436229538
1150.0000000000	0.0269050000	0.3166000000	0.0436229538
1160.0000000000	0.0190500000	0.3162500000	0.0436229538
1170.0000000000	0.0120940000	0.3157000000	0.0436229538
1180.0000000000	0.0061720000	0.3143000000	0.0436229538
1190.0000000000	0.0024030000	0.3125500000	0.0436229538
1200.0000000000	0.0011494000	0.3093000000	0.0436229538
300.0000000000	0.0041670000	0.0035820000	0.0436229538
310.0000000000	0.0076230000	0.0057480000	0.0436329476
320.0000000000	0.0126180000	0.0085520000	0.0436329476
330.0000000000	0.0185750000	0.0123260000	0.0436429414
340.0000000000	0.0166050000	0.0125780000	0.0436429414
350.0000000000	0.0213700000	0.0161080000	0.0436429414
