Datum:09.05.2019
Uhrzeit:13:34:26
Wavelength	Sample	Monitor	Ibias
300.0000000000	0.0038900000	0.0034810000	0.0437528732
310.0000000000	0.0070280000	0.0054000000	0.0437428794
320.0000000000	0.0114200000	0.0080210000	0.0437628670
330.0000000000	0.0205350000	0.0129240000	0.0437428794
340.0000000000	0.0230850000	0.0158480000	0.0437528732
350.0000000000	0.0300450000	0.0226850000	0.0437428794
360.0000000000	0.0344800000	0.0247550000	0.0437428794
370.0000000000	0.0700500000	0.0445100000	0.0437628670
380.0000000000	0.0687100000	0.0470700000	0.0437828546
390.0000000000	0.0634800000	0.0462800000	0.0437828546
400.0000000000	0.0811400000	0.0592300000	0.0437828546
410.0000000000	0.0992000000	0.0745200000	0.0437828546
420.0000000000	0.1084400000	0.0882300000	0.0437628670
430.0000000000	0.0100640000	0.0089660000	0.0437328856
440.0000000000	0.0131740000	0.0109060000	0.0437228918
450.0000000000	0.0169580000	0.0130600000	0.0437228918
460.0000000000	0.0167100000	0.0125940000	0.0437128980
470.0000000000	0.0194950000	0.0142680000	0.0437228918
480.0000000000	0.0218750000	0.0157420000	0.0437228918
490.0000000000	0.0244950000	0.0170760000	0.0437228918
500.0000000000	0.0274250000	0.0182250000	0.0437228918
510.0000000000	0.0326300000	0.0195350000	0.0437428794
520.0000000000	0.0379450000	0.0208900000	0.0437228918
530.0000000000	0.0403750000	0.0218200000	0.0437428794
540.0000000000	0.0429400000	0.0226800000	0.0437228918
550.0000000000	0.0462600000	0.0237100000	0.0437128980
560.0000000000	0.0497700000	0.0248000000	0.0437228918
570.0000000000	0.0532900000	0.0258700000	0.0437128980
580.0000000000	0.0567400000	0.0268850000	0.0437128980
590.0000000000	0.0601300000	0.0281700000	0.0437428794
600.0000000000	0.0633000000	0.0302200000	0.0437428794
610.0000000000	0.0663200000	0.0334400000	0.0437528732
620.0000000000	0.0691200000	0.0375450000	0.0437528732
630.0000000000	0.0716800000	0.0423300000	0.0437528732
640.0000000000	0.0737700000	0.0475600000	0.0437528732
650.0000000000	0.0718600000	0.0529100000	0.0437528732
660.0000000000	0.0709800000	0.0584400000	0.0437528732
670.0000000000	0.0783700000	0.0647500000	0.0437528732
680.0000000000	0.0834100000	0.0710700000	0.0437128980
690.0000000000	0.0861100000	0.0772000000	0.0437128980
700.0000000000	0.0877600000	0.0836900000	0.0437128980
710.0000000000	0.0891400000	0.0902000000	0.0437128980
720.0000000000	0.0903800000	0.0970600000	0.0437228918
730.0000000000	0.0873400000	0.1030400000	0.0437128980
740.0000000000	0.0794400000	0.1073400000	0.0437029042
750.0000000000	0.0753000000	0.1114400000	0.0437128980
760.0000000000	0.0766200000	0.1157800000	0.0437228918
770.0000000000	0.0784800000	0.1197400000	0.0437228918
780.0000000000	0.0789200000	0.1232000000	0.0437128980
790.0000000000	0.0783200000	0.1260000000	0.0437128980
800.0000000000	0.0771400000	0.1285800000	0.0437228918
810.0000000000	0.0758200000	0.1309600000	0.0437228918
820.0000000000	0.0746800000	0.1337600000	0.0437128980
830.0000000000	0.0741400000	0.1371000000	0.0437128980
840.0000000000	0.0744800000	0.1417200000	0.0437128980
850.0000000000	0.0756800000	0.1475000000	0.0437128980
860.0000000000	0.0779800000	0.1549600000	0.0437128980
870.0000000000	0.0811000000	0.1636600000	0.0437228918
880.0000000000	0.0850000000	0.1738200000	0.0437128980
890.0000000000	0.0891400000	0.1843000000	0.0437128980
900.0000000000	0.0956000000	0.1958500000	0.0437328856
910.0000000000	0.1062400000	0.2086000000	0.0437328856
920.0000000000	0.1098800000	0.2201500000	0.0437528732
930.0000000000	0.1091600000	0.2297500000	0.0437528732
940.0000000000	0.1095600000	0.2385500000	0.0437528732
950.0000000000	0.1109600000	0.2473000000	0.0437628670
960.0000000000	0.1132200000	0.2574000000	0.0437628670
970.0000000000	0.1151200000	0.2667000000	0.0437528732
980.0000000000	0.1164400000	0.2748500000	0.0437528732
990.0000000000	0.1172400000	0.2820000000	0.0437428794
1000.0000000000	0.1175000000	0.2883500000	0.0437029042
1010.0000000000	0.1170800000	0.2939500000	0.0437228918
1020.0000000000	0.1159800000	0.2990500000	0.0437029042
1030.0000000000	0.1140600000	0.3036000000	0.0437029042
1040.0000000000	0.1110000000	0.3070500000	0.0436829166
1050.0000000000	0.1066000000	0.3102500000	0.0436829166
1060.0000000000	0.1010000000	0.3140500000	0.0437128980
1070.0000000000	0.0939000000	0.3159000000	0.0437228918
1080.0000000000	0.0870000000	0.3177000000	0.0437328856
1090.0000000000	0.0797800000	0.3185500000	0.0437328856
1100.0000000000	0.0721000000	0.3188500000	0.0437328856
1110.0000000000	0.0638400000	0.3188000000	0.0437228918
1120.0000000000	0.0552500000	0.3174000000	0.0437029042
1130.0000000000	0.0462100000	0.3163000000	0.0436829166
1140.0000000000	0.0375400000	0.3162000000	0.0436829166
1150.0000000000	0.0288800000	0.3163500000	0.0436929104
1160.0000000000	0.0208300000	0.3161000000	0.0436829166
1170.0000000000	0.0135200000	0.3155500000	0.0436829166
1180.0000000000	0.0072400000	0.3140500000	0.0436829166
1190.0000000000	0.0029290000	0.3123500000	0.0436929104
1200.0000000000	0.0013962000	0.3091500000	0.0437029042
