895,0.8112,3.66E+18,678.21
896,0.7603,3.43E+18,678.99
897,0.6637,3.00E+18,679.7
898,0.7157,3.24E+18,680.39
899,0.5471,2.48E+18,681.02
900,0.7404,3.36E+18,681.67
901,0.5976,2.71E+18,682.34
902,0.666,3.02E+18,682.97
903,0.6869,3.12E+18,683.65
904,0.8421,3.83E+18,684.41
905,0.8147,3.71E+18,685.24
906,0.7733,3.53E+18,686.03
907,0.6367,2.91E+18,686.74
908,0.6503,2.97E+18,687.38
909,0.7023,3.21E+18,688.06
910,0.6229,2.85E+18,688.72
911,0.6661,3.06E+18,689.36
912,0.6869,3.15E+18,690.04
913,0.6265,2.88E+18,690.7
914,0.6247,2.87E+18,691.32
915,0.6764,3.12E+18,691.97
916,0.5748,2.65E+18,692.6
917,0.7281,3.36E+18,693.25
